text,label
"Dear Daniel, your Cascade Cloud account has been suspended due to unusual activity. Click here to verify your account immediately or it will be permanently closed within 24 hours: http://harborinsurance.com@fgjdibim.ru/session",phishing
"Dear valued customer, our records show your BrightPay password will expire today. Click below to reset it now and keep your account active: http://confirm-now.tk/login",phishing
"Hi Omar, just a reminder that our meeting is scheduled for Thursday at 3:15 PM. Let me know if you have any questions before then.",safe
"Dear Omar, thank you for your recent purchase from Meridian Health. Your order #78585 has shipped and should arrive by Tuesday.",safe
"Dear Fatima, your recent statement from Orbit Telecom is now available in your online account: https://www.cascadecloud.io/newsletter",safe
Your mailbox has exceeded its storage limit and new emails will be rejected. Verify your account now to restore full access: http://account-verify.xyz/login,phishing
Congratulations Fatima! You have been selected to win a $500 gift card. Claim your prize now before it expires: http://harborinsurance-secure-login.ml/verify,phishing
URGENT SECURITY ALERT: We detected a login attempt from an unrecognized device. Verify your identity now to avoid losing access to your account: http://116.233.208.147/login/verify,phishing
"Dear valued customer, our records show your Northwind Bank password will expire today. Click below to reset it now and keep your account active: http://northwindbank.com@ahoiainb.ru/session",phishing
Final notice: Your Vertex Software subscription payment failed. Please update your card details immediately to avoid cancellation: http://61231yv2stn7e3.info/index.php?verify=1,phishing
"Hi all, just sharing the slides from today's presentation for anyone who missed the meeting. Thanks for joining!",safe
Your payment of $249.99 could not be processed. Update your billing information immediately to avoid service interruption: http://brightpay-secure-login.info/verify,phishing
Your payment of $249.99 could not be processed. Update your billing information immediately to avoid service interruption: http://vertexsoftware-secure-login.xyz/verify,phishing
"Hi Nina, the quarterly report from BrightPay is ready for review. You can access it here: https://www.brightpay.com/account",safe
"Hi Carlos, this is BrightPay Support. We noticed a failed delivery attempt for your package. Confirm your address here to reschedule: http://billing-alert.cf/login",phishing
URGENT SECURITY ALERT: We detected a login attempt from an unrecognized device. Verify your identity now to avoid losing access to your account: http://e7ur23gdppq0y9.info/index.php?verify=1,phishing
ACTION REQUIRED: Unusual sign-in activity was detected on your account. Confirm it was you within 24 hours or your account will be locked: http://summitretail-secure-login.xyz/verify,phishing
URGENT SECURITY ALERT: We detected a login attempt from an unrecognized device. Verify your identity now to avoid losing access to your account: http://174.77.67.210/login/verify,phishing
"Hey, are we still on for lunch on Thursday? Let me know what time works for you.",safe
"Hello, this is a reminder that your appointment with Summit Retail is confirmed for Monday at 10:30 AM. Reply to this email if you need to reschedule.",safe
Final notice: Your BrightPay subscription payment failed. Please update your card details immediately to avoid cancellation: http://r7txcb48y1o4iz.info/index.php?verify=1,phishing
"Hi Omar, the quarterly report from Cascade Cloud is ready for review. You can access it here: https://www.brightpay.com/billing",safe
"Dear Morgan, your recent statement from Northwind Bank is now available in your online account: https://www.yourcompany.com/newsletter",safe
"Dear valued customer, our records show your Meridian Health password will expire today. Click below to reset it now and keep your account active: http://185.1.13.99/login/verify",phishing
"Dear valued customer, our records show your BrightPay password will expire today. Click below to reset it now and keep your account active: http://cascadecloud-secure-login.xyz/verify",phishing
Your payment of $249.99 could not be processed. Update your billing information immediately to avoid service interruption: http://pniqfg51bxw76i.info/index.php?verify=1,phishing
"Hi Wei, the quarterly report from Northwind Bank is ready for review. You can access it here: https://www.cascadecloud.io/dashboard",safe
"Dear Priya, thank you for your recent purchase from Orbit Telecom. Your order #39190 has shipped and should arrive by Monday.",safe
"Dear Morgan, your recent statement from BrightPay is now available in your online account: https://www.cascadecloud.io/newsletter",safe
ACTION REQUIRED: Unusual sign-in activity was detected on your account. Confirm it was you within 24 hours or your account will be locked: http://orbittelecom-secure-login.tk/verify,phishing
ACTION REQUIRED: Unusual sign-in activity was detected on your account. Confirm it was you within 24 hours or your account will be locked: http://secure-update.xyz/login,phishing
"Hi team, this week's newsletter is out — highlights and updates from BrightPay are here: https://www.northwindbank.com/newsletter",safe
"Hey, are we still on for lunch on Wednesday? Let me know what time works for you.",safe
"Hi Carlos, just a reminder that our meeting is scheduled for Wednesday at 3:15 PM. Let me know if you have any questions before then.",safe
Your mailbox has exceeded its storage limit and new emails will be rejected. Verify your account now to restore full access: http://northwindbank.com@jddbkdon.ru/session,phishing
ACTION REQUIRED: Unusual sign-in activity was detected on your account. Confirm it was you within 24 hours or your account will be locked: http://t6vxdp5gjlqm5k.info/index.php?verify=1,phishing
"Dear Morgan, your recent statement from Summit Retail is now available in your online account: https://www.brightpay.com/billing",safe
"Hello Fatima, please find attached the invoice for last month's services from Cascade Cloud. Let us know if anything looks off.",safe
"Dear Grace, your BrightPay account has been suspended due to unusual activity. Click here to verify your account immediately or it will be permanently closed within 24 hours: http://meridianhealth-secure-login.top/verify",phishing
"Hi team, this week's newsletter is out — highlights and updates from Orbit Telecom are here: https://www.summitretail.com/account",safe
"Hi Sam, following up on our call earlier — I've attached the notes and next steps we discussed. Talk soon.",safe
"Hey, are we still on for lunch on Wednesday? Let me know what time works for you.",safe
"Hey, are we still on for lunch on Thursday? Let me know what time works for you.",safe
"Hi Alex, just a reminder that our meeting is scheduled for Wednesday at 9:00 AM. Let me know if you have any questions before then.",safe
"Dear valued customer, our records show your Orbit Telecom password will expire today. Click below to reset it now and keep your account active: http://vertexsoftware-secure-login.top/verify",phishing
We have processed a refund of $89.00 to your account by mistake. Please click here to return the funds immediately to avoid legal action: http://brightpay.com@ooofcnlj.ru/session,phishing
"Hello Fatima, please find attached the invoice for last month's services from Orbit Telecom. Let us know if anything looks off.",safe
ACTION REQUIRED: Unusual sign-in activity was detected on your account. Confirm it was you within 24 hours or your account will be locked: http://82.153.57.8/login/verify,phishing
URGENT SECURITY ALERT: We detected a login attempt from an unrecognized device. Verify your identity now to avoid losing access to your account: http://160.40.62.33/login/verify,phishing
"Dear valued customer, our records show your Meridian Health password will expire today. Click below to reset it now and keep your account active: http://55.123.20.34/login/verify",phishing
We have processed a refund of $89.00 to your account by mistake. Please click here to return the funds immediately to avoid legal action: http://summitretail.com@gpbodagi.ru/session,phishing
ACTION REQUIRED: Unusual sign-in activity was detected on your account. Confirm it was you within 24 hours or your account will be locked: http://yourcompany.com@nilenfkp.ru/session,phishing
"Hi Fatima, this is Orbit Telecom Support. We noticed a failed delivery attempt for your package. Confirm your address here to reschedule: http://account-verify.xyz/login",phishing
"Hi Nina, the quarterly report from BrightPay is ready for review. You can access it here: https://www.brightpay.com/dashboard",safe
Your payment of $249.99 could not be processed. Update your billing information immediately to avoid service interruption: http://117.34.132.107/login/verify,phishing
"Hello Jordan, please find attached the invoice for last month's services from Harbor Insurance. Let us know if anything looks off.",safe
"Dear Jordan, your recent statement from BrightPay is now available in your online account: https://www.harborinsurance.com/account",safe
"Hi Nina, this is Summit Retail Support. We noticed a failed delivery attempt for your package. Confirm your address here to reschedule: http://59.55.231.223/login/verify",phishing
"Dear Sam, thank you for your recent purchase from Orbit Telecom. Your order #84774 has shipped and should arrive by Wednesday.",safe
"Dear Alex, your recent statement from Vertex Software is now available in your online account: https://www.summitretail.com/support",safe
"Hi Jordan, following up on our call earlier — I've attached the notes and next steps we discussed. Talk soon.",safe
URGENT SECURITY ALERT: We detected a login attempt from an unrecognized device. Verify your identity now to avoid losing access to your account: http://confirm-now.tk/login,phishing
"Hello, this is a reminder that your appointment with Vertex Software is confirmed for Friday at 1:00 PM. Reply to this email if you need to reschedule.",safe
Congratulations Alex! You have been selected to win a $500 gift card. Claim your prize now before it expires: http://brightpay-secure-login.info/verify,phishing
"Hi Priya, the quarterly report from Northwind Bank is ready for review. You can access it here: https://www.northwindbank.com/dashboard",safe
Final notice: Your Vertex Software subscription payment failed. Please update your card details immediately to avoid cancellation: http://cascadecloud.io@jiogfmca.ru/session,phishing
"Hi Wei, this is Harbor Insurance Support. We noticed a failed delivery attempt for your package. Confirm your address here to reschedule: http://180.44.22.128/login/verify",phishing
URGENT SECURITY ALERT: We detected a login attempt from an unrecognized device. Verify your identity now to avoid losing access to your account: http://brightpay-secure-login.top/verify,phishing
"Hi Grace, just a reminder that our meeting is scheduled for Friday at 4:00 PM. Let me know if you have any questions before then.",safe
"Hi Aisha, following up on our call earlier — I've attached the notes and next steps we discussed. Talk soon.",safe
"Hello Nina, please find attached the invoice for last month's services from Harbor Insurance. Let us know if anything looks off.",safe
"Hello, this is a reminder that your appointment with Northwind Bank is confirmed for Tuesday at 3:15 PM. Reply to this email if you need to reschedule.",safe
Your mailbox has exceeded its storage limit and new emails will be rejected. Verify your account now to restore full access: http://summitretail-secure-login.ga/verify,phishing
"Dear Nina, your recent statement from Orbit Telecom is now available in your online account: https://www.brightpay.com/support",safe
Final notice: Your Vertex Software subscription payment failed. Please update your card details immediately to avoid cancellation: http://ek5rbw2zlaoi4e.info/index.php?verify=1,phishing
"Hello, this is a reminder that your appointment with Orbit Telecom is confirmed for Tuesday at 4:00 PM. Reply to this email if you need to reschedule.",safe
"Hi Taylor, following up on our call earlier — I've attached the notes and next steps we discussed. Talk soon.",safe
"Hi Taylor, this is Cascade Cloud Support. We noticed a failed delivery attempt for your package. Confirm your address here to reschedule: http://brightpay.com@knlkikgf.ru/session",phishing
"Hi team, this week's newsletter is out — highlights and updates from Harbor Insurance are here: https://www.brightpay.com/dashboard",safe
"Hi Wei, just a reminder that our meeting is scheduled for Wednesday at 3:15 PM. Let me know if you have any questions before then.",safe
"Hey, are we still on for lunch on Friday? Let me know what time works for you.",safe
"Dear valued customer, our records show your BrightPay password will expire today. Click below to reset it now and keep your account active: http://billing-alert.info/login",phishing
"Hi all, just sharing the slides from today's presentation for anyone who missed the meeting. Thanks for joining!",safe
"Hi all, just sharing the slides from today's presentation for anyone who missed the meeting. Thanks for joining!",safe
"Hi Wei, the quarterly report from Meridian Health is ready for review. You can access it here: https://www.orbittelecom.com/support",safe
"Hi all, just sharing the slides from today's presentation for anyone who missed the meeting. Thanks for joining!",safe
Final notice: Your Vertex Software subscription payment failed. Please update your card details immediately to avoid cancellation: http://yourcompany-secure-login.info/verify,phishing
"Hi Liam, following up on our call earlier — I've attached the notes and next steps we discussed. Talk soon.",safe
ACTION REQUIRED: Unusual sign-in activity was detected on your account. Confirm it was you within 24 hours or your account will be locked: http://225.249.67.46/login/verify,phishing
Your mailbox has exceeded its storage limit and new emails will be rejected. Verify your account now to restore full access: http://9gkdlkqzfpq06w.info/index.php?verify=1,phishing
"Hi Jordan, this is Summit Retail Support. We noticed a failed delivery attempt for your package. Confirm your address here to reschedule: http://confirm-now.top/login",phishing
"Hi Nina, just a reminder that our meeting is scheduled for Tuesday at 10:30 AM. Let me know if you have any questions before then.",safe
"Hi Fatima, just a reminder that our meeting is scheduled for Thursday at 3:15 PM. Let me know if you have any questions before then.",safe
We have processed a refund of $89.00 to your account by mistake. Please click here to return the funds immediately to avoid legal action: http://confirm-now.ga/login,phishing
URGENT SECURITY ALERT: We detected a login attempt from an unrecognized device. Verify your identity now to avoid losing access to your account: http://confirm-now.top/login,phishing
"Hello Taylor, please find attached the invoice for last month's services from Northwind Bank. Let us know if anything looks off.",safe
"Hi Taylor, following up on our call earlier — I've attached the notes and next steps we discussed. Talk soon.",safe
We have processed a refund of $89.00 to your account by mistake. Please click here to return the funds immediately to avoid legal action: http://rdnpx2i9tanzr2.info/index.php?verify=1,phishing
"Hi Alex, just a reminder that our meeting is scheduled for Friday at 1:00 PM. Let me know if you have any questions before then.",safe
We have processed a refund of $89.00 to your account by mistake. Please click here to return the funds immediately to avoid legal action: http://confirm-now.cf/login,phishing
ACTION REQUIRED: Unusual sign-in activity was detected on your account. Confirm it was you within 24 hours or your account will be locked: http://secure-update.top/login,phishing
Congratulations Taylor! You have been selected to win a $500 gift card. Claim your prize now before it expires: http://bz8uug95rlrdih.info/index.php?verify=1,phishing
"Hello, this is a reminder that your appointment with Cascade Cloud is confirmed for Wednesday at 3:15 PM. Reply to this email if you need to reschedule.",safe
"Hi Aisha, following up on our call earlier — I've attached the notes and next steps we discussed. Talk soon.",safe
Your mailbox has exceeded its storage limit and new emails will be rejected. Verify your account now to restore full access: http://summitretail.com@kboikfli.ru/session,phishing
"Dear Sam, thank you for your recent purchase from Meridian Health. Your order #56665 has shipped and should arrive by Tuesday.",safe
"Hi Liam, just a reminder that our meeting is scheduled for Monday at 1:00 PM. Let me know if you have any questions before then.",safe
"Dear valued customer, our records show your Vertex Software password will expire today. Click below to reset it now and keep your account active: http://7pyxdw2zcfzw0l.info/index.php?verify=1",phishing
"Hi team, this week's newsletter is out — highlights and updates from BrightPay are here: https://www.orbittelecom.com/support",safe
"Dear valued customer, our records show your Orbit Telecom password will expire today. Click below to reset it now and keep your account active: http://dxvugw6m7b5c81.info/index.php?verify=1",phishing
"Hi Jordan, the quarterly report from Vertex Software is ready for review. You can access it here: https://www.harborinsurance.com/account",safe
"Hi team, this week's newsletter is out — highlights and updates from BrightPay are here: https://www.yourcompany.com/account",safe
"Dear valued customer, our records show your Meridian Health password will expire today. Click below to reset it now and keep your account active: http://128.228.161.140/login/verify",phishing
"Hello Morgan, please find attached the invoice for last month's services from Harbor Insurance. Let us know if anything looks off.",safe
"Hi team, this week's newsletter is out — highlights and updates from Northwind Bank are here: https://www.northwindbank.com/newsletter",safe
"Hi all, just sharing the slides from today's presentation for anyone who missed the meeting. Thanks for joining!",safe
"Dear Sam, your recent statement from Meridian Health is now available in your online account: https://www.summitretail.com/dashboard",safe
Final notice: Your Meridian Health subscription payment failed. Please update your card details immediately to avoid cancellation: http://confirm-now.top/login,phishing
"Hi Carlos, just a reminder that our meeting is scheduled for Tuesday at 10:30 AM. Let me know if you have any questions before then.",safe
URGENT SECURITY ALERT: We detected a login attempt from an unrecognized device. Verify your identity now to avoid losing access to your account: http://kxb94pdzp6lfew.info/index.php?verify=1,phishing
ACTION REQUIRED: Unusual sign-in activity was detected on your account. Confirm it was you within 24 hours or your account will be locked: http://orbittelecom.com@nlokmibd.ru/session,phishing
Congratulations Fatima! You have been selected to win a $500 gift card. Claim your prize now before it expires: http://80.179.112.187/login/verify,phishing
"Hi all, just sharing the slides from today's presentation for anyone who missed the meeting. Thanks for joining!",safe
We have processed a refund of $89.00 to your account by mistake. Please click here to return the funds immediately to avoid legal action: http://vertexsoftware.dev@igmbkoin.ru/session,phishing
"Hi Jordan, just a reminder that our meeting is scheduled for Wednesday at 9:00 AM. Let me know if you have any questions before then.",safe
URGENT SECURITY ALERT: We detected a login attempt from an unrecognized device. Verify your identity now to avoid losing access to your account: http://brightpay-secure-login.tk/verify,phishing
ACTION REQUIRED: Unusual sign-in activity was detected on your account. Confirm it was you within 24 hours or your account will be locked: http://yourcompany-secure-login.top/verify,phishing
"Hi team, this week's newsletter is out — highlights and updates from Cascade Cloud are here: https://www.northwindbank.com/account",safe
Final notice: Your Orbit Telecom subscription payment failed. Please update your card details immediately to avoid cancellation: http://orbittelecom-secure-login.top/verify,phishing
Your mailbox has exceeded its storage limit and new emails will be rejected. Verify your account now to restore full access: http://856wpr97y2lofn.info/index.php?verify=1,phishing
"Dear valued customer, our records show your Orbit Telecom password will expire today. Click below to reset it now and keep your account active: http://harborinsurance-secure-login.ga/verify",phishing
"Hi all, just sharing the slides from today's presentation for anyone who missed the meeting. Thanks for joining!",safe
"Dear valued customer, our records show your Meridian Health password will expire today. Click below to reset it now and keep your account active: http://secure-update.xyz/login",phishing
"Dear Sam, your recent statement from Vertex Software is now available in your online account: https://www.yourcompany.com/dashboard",safe
"Hi all, just sharing the slides from today's presentation for anyone who missed the meeting. Thanks for joining!",safe
"Hello, this is a reminder that your appointment with BrightPay is confirmed for Friday at 9:00 AM. Reply to this email if you need to reschedule.",safe
"Hey, are we still on for lunch on Monday? Let me know what time works for you.",safe
"Hi all, just sharing the slides from today's presentation for anyone who missed the meeting. Thanks for joining!",safe
"Dear Jordan, thank you for your recent purchase from Orbit Telecom. Your order #15610 has shipped and should arrive by Wednesday.",safe
Final notice: Your Summit Retail subscription payment failed. Please update your card details immediately to avoid cancellation: http://73.22.196.42/login/verify,phishing
"Hi all, just sharing the slides from today's presentation for anyone who missed the meeting. Thanks for joining!",safe
URGENT SECURITY ALERT: We detected a login attempt from an unrecognized device. Verify your identity now to avoid losing access to your account: http://vertexsoftware.dev@pfamllhk.ru/session,phishing
"Hi team, this week's newsletter is out — highlights and updates from Harbor Insurance are here: https://www.yourcompany.com/newsletter",safe
"Hi Daniel, this is Vertex Software Support. We noticed a failed delivery attempt for your package. Confirm your address here to reschedule: http://secure-update.cf/login",phishing
Final notice: Your Cascade Cloud subscription payment failed. Please update your card details immediately to avoid cancellation: http://3n3bzt9d31k9qm.info/index.php?verify=1,phishing
Final notice: Your BrightPay subscription payment failed. Please update your card details immediately to avoid cancellation: http://232.21.5.66/login/verify,phishing
"Dear Wei, your recent statement from Northwind Bank is now available in your online account: https://www.northwindbank.com/billing",safe
"Hi team, this week's newsletter is out — highlights and updates from BrightPay are here: https://www.orbittelecom.com/billing",safe
"Hey, are we still on for lunch on Thursday? Let me know what time works for you.",safe
"Hi Liam, following up on our call earlier — I've attached the notes and next steps we discussed. Talk soon.",safe
"Hello, this is a reminder that your appointment with Cascade Cloud is confirmed for Thursday at 3:15 PM. Reply to this email if you need to reschedule.",safe
"Hello Alex, please find attached the invoice for last month's services from Vertex Software. Let us know if anything looks off.",safe
"Hi Wei, the quarterly report from BrightPay is ready for review. You can access it here: https://www.yourcompany.com/dashboard",safe
"Dear Alex, your recent statement from Meridian Health is now available in your online account: https://www.brightpay.com/support",safe
"Hi Carlos, just a reminder that our meeting is scheduled for Friday at 9:00 AM. Let me know if you have any questions before then.",safe
Your payment of $249.99 could not be processed. Update your billing information immediately to avoid service interruption: http://brightpay.com@lkpeggal.ru/session,phishing
"Hi team, this week's newsletter is out — highlights and updates from Orbit Telecom are here: https://www.meridianhealth.org/newsletter",safe
"Hi all, just sharing the slides from today's presentation for anyone who missed the meeting. Thanks for joining!",safe
"Hi Nina, the quarterly report from Northwind Bank is ready for review. You can access it here: https://www.harborinsurance.com/account",safe
ACTION REQUIRED: Unusual sign-in activity was detected on your account. Confirm it was you within 24 hours or your account will be locked: http://orbittelecom.com@jfbhafek.ru/session,phishing
Your mailbox has exceeded its storage limit and new emails will be rejected. Verify your account now to restore full access: http://secure-update.xyz/login,phishing
"Hi Omar, just a reminder that our meeting is scheduled for Monday at 4:00 PM. Let me know if you have any questions before then.",safe
"Hi Morgan, following up on our call earlier — I've attached the notes and next steps we discussed. Talk soon.",safe
"Hello Taylor, please find attached the invoice for last month's services from Summit Retail. Let us know if anything looks off.",safe
"Hello, this is a reminder that your appointment with Harbor Insurance is confirmed for Friday at 10:30 AM. Reply to this email if you need to reschedule.",safe
"Hey, are we still on for lunch on Thursday? Let me know what time works for you.",safe
ACTION REQUIRED: Unusual sign-in activity was detected on your account. Confirm it was you within 24 hours or your account will be locked: http://69.116.64.37/login/verify,phishing
"Hi Alex, following up on our call earlier — I've attached the notes and next steps we discussed. Talk soon.",safe
ACTION REQUIRED: Unusual sign-in activity was detected on your account. Confirm it was you within 24 hours or your account will be locked: http://64.142.154.154/login/verify,phishing
"Dear Taylor, thank you for your recent purchase from Harbor Insurance. Your order #39402 has shipped and should arrive by Monday.",safe
"Hello, this is a reminder that your appointment with Harbor Insurance is confirmed for Friday at 4:00 PM. Reply to this email if you need to reschedule.",safe
Your mailbox has exceeded its storage limit and new emails will be rejected. Verify your account now to restore full access: http://ib6iidlrye89fx.info/index.php?verify=1,phishing
"Hey, are we still on for lunch on Tuesday? Let me know what time works for you.",safe
"Hi Daniel, this is Vertex Software Support. We noticed a failed delivery attempt for your package. Confirm your address here to reschedule: http://orbittelecom-secure-login.ga/verify",phishing
"Hi Nina, the quarterly report from Orbit Telecom is ready for review. You can access it here: https://www.summitretail.com/dashboard",safe
Your mailbox has exceeded its storage limit and new emails will be rejected. Verify your account now to restore full access: http://northwindbank.com@bdbjjjpf.ru/session,phishing
"Hi Grace, following up on our call earlier — I've attached the notes and next steps we discussed. Talk soon.",safe
"Hi Priya, this is Cascade Cloud Support. We noticed a failed delivery attempt for your package. Confirm your address here to reschedule: http://6.17.51.232/login/verify",phishing
"Dear valued customer, our records show your Harbor Insurance password will expire today. Click below to reset it now and keep your account active: http://uvfmh07wph6fe0.info/index.php?verify=1",phishing
ACTION REQUIRED: Unusual sign-in activity was detected on your account. Confirm it was you within 24 hours or your account will be locked: http://vertexsoftware-secure-login.cf/verify,phishing
ACTION REQUIRED: Unusual sign-in activity was detected on your account. Confirm it was you within 24 hours or your account will be locked: http://meridianhealth-secure-login.ml/verify,phishing
"Hello Carlos, please find attached the invoice for last month's services from Meridian Health. Let us know if anything looks off.",safe
"Hi all, just sharing the slides from today's presentation for anyone who missed the meeting. Thanks for joining!",safe
"Dear Aisha, your recent statement from Vertex Software is now available in your online account: https://www.meridianhealth.org/dashboard",safe
ACTION REQUIRED: Unusual sign-in activity was detected on your account. Confirm it was you within 24 hours or your account will be locked: http://secure-update.cf/login,phishing
"Hi Priya, just a reminder that our meeting is scheduled for Friday at 10:30 AM. Let me know if you have any questions before then.",safe
"Hey, are we still on for lunch on Friday? Let me know what time works for you.",safe
"Hi team, this week's newsletter is out — highlights and updates from Northwind Bank are here: https://www.orbittelecom.com/newsletter",safe
"Hi Alex, this is Harbor Insurance Support. We noticed a failed delivery attempt for your package. Confirm your address here to reschedule: http://account-verify.ga/login",phishing
"Hey, are we still on for lunch on Thursday? Let me know what time works for you.",safe
Final notice: Your Orbit Telecom subscription payment failed. Please update your card details immediately to avoid cancellation: http://orbittelecom.com@ehlbncph.ru/session,phishing
"Hey, are we still on for lunch on Friday? Let me know what time works for you.",safe
Your payment of $249.99 could not be processed. Update your billing information immediately to avoid service interruption: http://9v86wzs3t60rji.info/index.php?verify=1,phishing
"Hi Fatima, this is Meridian Health Support. We noticed a failed delivery attempt for your package. Confirm your address here to reschedule: http://cascadecloud.io@glghbfgg.ru/session",phishing
"Hi all, just sharing the slides from today's presentation for anyone who missed the meeting. Thanks for joining!",safe
"Hi Carlos, following up on our call earlier — I've attached the notes and next steps we discussed. Talk soon.",safe
"Dear Wei, your Vertex Software account has been suspended due to unusual activity. Click here to verify your account immediately or it will be permanently closed within 24 hours: http://northwindbank.com@fbdkbjmc.ru/session",phishing
"Hello, this is a reminder that your appointment with Vertex Software is confirmed for Thursday at 9:00 AM. Reply to this email if you need to reschedule.",safe
"Dear valued customer, our records show your Vertex Software password will expire today. Click below to reset it now and keep your account active: http://183.74.61.70/login/verify",phishing
"Hi Daniel, this is Harbor Insurance Support. We noticed a failed delivery attempt for your package. Confirm your address here to reschedule: http://account-verify.ml/login",phishing
Final notice: Your Harbor Insurance subscription payment failed. Please update your card details immediately to avoid cancellation: http://157.246.190.26/login/verify,phishing
Final notice: Your Vertex Software subscription payment failed. Please update your card details immediately to avoid cancellation: http://secure-update.info/login,phishing
We have processed a refund of $89.00 to your account by mistake. Please click here to return the funds immediately to avoid legal action: http://harborinsurance-secure-login.top/verify,phishing
Your mailbox has exceeded its storage limit and new emails will be rejected. Verify your account now to restore full access: http://cascadecloud.io@mamebljb.ru/session,phishing
URGENT SECURITY ALERT: We detected a login attempt from an unrecognized device. Verify your identity now to avoid losing access to your account: http://northwindbank-secure-login.ga/verify,phishing
"Dear Carlos, thank you for your recent purchase from Summit Retail. Your order #83183 has shipped and should arrive by Thursday.",safe
Congratulations Wei! You have been selected to win a $500 gift card. Claim your prize now before it expires: http://account-verify.xyz/login,phishing
"Hi Taylor, this is Vertex Software Support. We noticed a failed delivery attempt for your package. Confirm your address here to reschedule: http://yourcompany-secure-login.tk/verify",phishing
"Dear Daniel, your Vertex Software account has been suspended due to unusual activity. Click here to verify your account immediately or it will be permanently closed within 24 hours: http://orbittelecom.com@nndkgebm.ru/session",phishing
Congratulations Morgan! You have been selected to win a $500 gift card. Claim your prize now before it expires: http://orbittelecom-secure-login.info/verify,phishing
Congratulations Carlos! You have been selected to win a $500 gift card. Claim your prize now before it expires: http://secure-update.cf/login,phishing
Final notice: Your Cascade Cloud subscription payment failed. Please update your card details immediately to avoid cancellation: http://vertexsoftware-secure-login.tk/verify,phishing
URGENT SECURITY ALERT: We detected a login attempt from an unrecognized device. Verify your identity now to avoid losing access to your account: http://237.16.243.203/login/verify,phishing
"Dear Morgan, thank you for your recent purchase from Cascade Cloud. Your order #77713 has shipped and should arrive by Thursday.",safe
"Hi Fatima, the quarterly report from Summit Retail is ready for review. You can access it here: https://www.vertexsoftware.dev/newsletter",safe
ACTION REQUIRED: Unusual sign-in activity was detected on your account. Confirm it was you within 24 hours or your account will be locked: http://9yd82795e5iz31.info/index.php?verify=1,phishing
"Hi Carlos, following up on our call earlier — I've attached the notes and next steps we discussed. Talk soon.",safe
"Dear Taylor, your Northwind Bank account has been suspended due to unusual activity. Click here to verify your account immediately or it will be permanently closed within 24 hours: http://northwindbank.com@calilhmi.ru/session",phishing
Final notice: Your Cascade Cloud subscription payment failed. Please update your card details immediately to avoid cancellation: http://summitretail.com@cjlbnpba.ru/session,phishing
Your payment of $249.99 could not be processed. Update your billing information immediately to avoid service interruption: http://account-verify.ga/login,phishing
"Hi Morgan, just a reminder that our meeting is scheduled for Wednesday at 4:00 PM. Let me know if you have any questions before then.",safe
"Hi Alex, just a reminder that our meeting is scheduled for Tuesday at 4:00 PM. Let me know if you have any questions before then.",safe
"Hi team, this week's newsletter is out — highlights and updates from Northwind Bank are here: https://www.summitretail.com/billing",safe
"Hi Priya, this is Harbor Insurance Support. We noticed a failed delivery attempt for your package. Confirm your address here to reschedule: http://175.247.170.224/login/verify",phishing
"Hi Carlos, following up on our call earlier — I've attached the notes and next steps we discussed. Talk soon.",safe
"Hi team, this week's newsletter is out — highlights and updates from Summit Retail are here: https://www.orbittelecom.com/billing",safe
We have processed a refund of $89.00 to your account by mistake. Please click here to return the funds immediately to avoid legal action: http://northwindbank-secure-login.top/verify,phishing
"Dear Liam, thank you for your recent purchase from Vertex Software. Your order #67917 has shipped and should arrive by Thursday.",safe
"Hey, are we still on for lunch on Monday? Let me know what time works for you.",safe
"Hi Priya, this is Cascade Cloud Support. We noticed a failed delivery attempt for your package. Confirm your address here to reschedule: http://g1a07h23c42yfk.info/index.php?verify=1",phishing
"Hi Priya, the quarterly report from Summit Retail is ready for review. You can access it here: https://www.northwindbank.com/dashboard",safe
We have processed a refund of $89.00 to your account by mistake. Please click here to return the funds immediately to avoid legal action: http://confirm-now.cf/login,phishing
"Hello, this is a reminder that your appointment with Meridian Health is confirmed for Wednesday at 1:00 PM. Reply to this email if you need to reschedule.",safe
"Hi all, just sharing the slides from today's presentation for anyone who missed the meeting. Thanks for joining!",safe
URGENT SECURITY ALERT: We detected a login attempt from an unrecognized device. Verify your identity now to avoid losing access to your account: http://summitretail-secure-login.ml/verify,phishing
Your payment of $249.99 could not be processed. Update your billing information immediately to avoid service interruption: http://nvuprt77ggkg4w.info/index.php?verify=1,phishing
ACTION REQUIRED: Unusual sign-in activity was detected on your account. Confirm it was you within 24 hours or your account will be locked: http://orbittelecom.com@mlipginj.ru/session,phishing
Congratulations Alex! You have been selected to win a $500 gift card. Claim your prize now before it expires: http://cascadecloud-secure-login.cf/verify,phishing
"Hey, are we still on for lunch on Thursday? Let me know what time works for you.",safe
"Hi team, this week's newsletter is out — highlights and updates from BrightPay are here: https://www.harborinsurance.com/newsletter",safe
"Hi Taylor, following up on our call earlier — I've attached the notes and next steps we discussed. Talk soon.",safe
URGENT SECURITY ALERT: We detected a login attempt from an unrecognized device. Verify your identity now to avoid losing access to your account: http://brightpay.com@ijifbfkm.ru/session,phishing
ACTION REQUIRED: Unusual sign-in activity was detected on your account. Confirm it was you within 24 hours or your account will be locked: http://account-verify.tk/login,phishing
"Hi team, this week's newsletter is out — highlights and updates from Summit Retail are here: https://www.harborinsurance.com/account",safe
